time	species	protein	transcript	ribo_density
79.999154	p2	1.000000	0.000000	0.000000
79.999154	proteinX	320.000000	17.000000	1.000000
79.999154	proteinY	309.000000	17.000000	1.058824
79.999154	proteinZ	512.000000	36.000000	1.361111
79.999154	rnapol	0.000000	0.000000	0.000000
89.999050	__proteinX_rbs	17.000000	0.000000	0.000000
89.999050	__proteinY_rbs	17.000000	0.000000	0.000000
89.999050	__proteinZ_rbs	32.000000	0.000000	0.000000
89.999050	__ribosome	11.000000	0.000000	0.000000
89.999050	__rnase_site	0.000000	0.000000	0.000000
89.999050	__rnase_site_ext	34.000000	0.000000	0.000000
89.999050	p1	1.000000	0.000000	0.000000
89.999050	p2	0.000000	0.000000	0.000000
89.999050	proteinX	361.000000	20.000000	1.200000
89.999050	proteinY	355.000000	20.000000	1.200000
89.999050	proteinZ	613.000000	36.000000	1.138889
89.999050	rnapol	0.000000	0.000000	0.000000
99.999710	__proteinX_rbs	19.000000	0.000000	0.000000
99.999710	__proteinY_rbs	21.000000	0.000000	0.000000
99.999710	__proteinZ_rbs	30.000000	0.000000	0.000000
99.999710	__ribosome	10.000000	0.000000	0.000000
99.999710	__rnase_site	0.000000	0.000000	0.000000
99.999710	__rnase_site_ext	34.000000	0.000000	0.000000
99.999710	p1	1.000000	0.000000	0.000000
99.999710	p2	0.000000	0.000000	0.000000
99.999710	proteinX	419.000000	22.000000	1.045455
99.999710	proteinY	410.000000	23.000000	0.826087
99.999710	proteinZ	699.000000	38.000000	1.263158
99.999710	rnapol	0.000000	0.000000	0.000000
109.999284	__proteinX_rbs	21.000000	0.000000	0.000000
109.999284	__proteinY_rbs	19.000000	0.000000	0.000000
109.999284	__proteinZ_rbs	37.000000	0.000000	0.000000
109.999284	__ribosome	9.000000	0.000000	0.000000
109.999284	__rnase_site	0.000000	0.000000	0.000000
109.999284	__rnase_site_ext	35.000000	0.000000	0.000000
109.999284	p1	1.000000	0.000000	0.000000
109.999284	p2	0.000000	0.000000	0.000000
109.999284	proteinX	478.000000	24.000000	0.916667
109.999284	proteinY	464.000000	25.000000	0.960000
109.999284	proteinZ	784.000000	39.000000	1.153846
109.999284	rnapol	0.000000	0.000000	0.000000
119.999168	__proteinX_rbs	21.000000	0.000000	0.000000
119.999168	__proteinY_rbs	24.000000	0.000000	0.000000
119.999168	__proteinZ_rbs	31.000000	0.000000	0.000000
119.999168	__ribosome	11.000000	0.000000	0.000000
119.999168	__rnase_site	0.000000	0.000000	0.000000
119.999168	__rnase_site_ext	35.000000	0.000000	0.000000
119.999168	p1	1.000000	0.000000	0.000000
119.999168	p2	1.000000	0.000000	0.000000
119.999168	proteinX	527.000000	27.000000	0.962963
119.999168	proteinY	518.000000	27.000000	0.740741
119.999168	proteinZ	881.000000	38.000000	1.131579
119.999168	rnapol	0.000000	0.000000	0.000000
129.999065	__proteinX_rbs	24.000000	0.000000	0.000000
129.999065	__proteinY_rbs	26.000000	0.000000	0.000000
129.999065	__proteinZ_rbs	36.000000	0.000000	0.000000
129.999065	__ribosome	12.000000	0.000000	0.000000
129.999065	__rnase_site	0.000000	0.000000	0.000000
129.999065	__rnase_site_ext	37.000000	0.000000	0.000000
129.999065	p1	1.000000	0.000000	0.000000
129.999065	p2	1.000000	0.000000	0.000000
129.999065	proteinX	592.000000	26.000000	0.846154
129.999065	proteinY	576.000000	28.000000	0.821429
129.999065	proteinZ	961.000000	40.000000	1.075000
129.999065	rnapol	0.000000	0.000000	0.000000
139.999045	__proteinX_rbs	22.000000	0.000000	0.000000
139.999045	__proteinY_rbs	22.000000	0.000000	0.000000
139.999045	__proteinZ_rbs	38.000000	0.000000	0.000000
139.999045	__ribosome	10.000000	0.000000	0.000000
139.999045	__rnase_site	0.000000	0.000000	0.000000
139.999045	__rnase_site_ext	37.000000	0.000000	0.000000
139.999045	p1	1.000000	0.000000	0.000000
139.999045	p2	1.000000	0.000000	0.000000
139.999045	proteinX	640.000000	26.000000	0.846154
139.999045	proteinY	637.000000	26.000000	1.000000
139.999045	proteinZ	1053.000000	44.000000	0.954545
139.999045	rnapol	0.000000	0.000000	0.000000
149.999047	__proteinX_rbs	23.000000	0.000000	0.000000
149.999047	__proteinY_rbs	24.000000	0.000000	0.000000
149.999047	__proteinZ_rbs	42.000000	0.000000	0.000000
149.999047	__ribosome	9.000000	0.000000	0.000000
149.999047	__rnase_site	0.000000	0.000000	0.000000
149.999047	__rnase_site_ext	40.000000	0.000000	0.000000
149.999047	p1	1.000000	0.000000	0.000000
149.999047	p2	1.000000	0.000000	0.000000
149.999047	proteinX	693.000000	27.000000	0.962963
149.999047	proteinY	692.000000	28.000000	0.642857
149.999047	proteinZ	1143.000000	46.000000	1.021739
149.999047	rnapol	0.000000	0.000000	0.000000
159.999379	__proteinX_rbs	27.000000	0.000000	0.000000
159.999379	__proteinY_rbs	27.000000	0.000000	0.000000
159.999379	__proteinZ_rbs	43.000000	0.000000	0.000000
159.999379	__ribosome	15.000000	0.000000	0.000000
159.999379	__rnase_site	0.000000	0.000000	0.000000
159.999379	__rnase_site_ext	47.000000	0.000000	0.000000
159.999379	p1	1.000000	0.000000	0.000000
159.999379	p2	1.000000	0.000000	0.000000
159.999379	proteinX	752.000000	30.000000	0.933333
159.999379	proteinY	743.000000	28.000000	0.750000
159.999379	proteinZ	1235.000000	45.000000	0.800000
159.999379	rnapol	0.000000	0.000000	0.000000
169.999604	__proteinX_rbs	29.000000	0.000000	0.000000
169.999604	__proteinY_rbs	27.000000	0.000000	0.000000
169.999604	__proteinZ_rbs	46.000000	0.000000	0.000000
169.999604	__ribosome	10.000000	0.000000	0.000000
169.999604	__rnase_site	0.000000	0.000000	0.000000
169.999604	__rnase_site_ext	47.000000	0.000000	0.000000
169.999604	p1	1.000000	0.000000	0.000000
169.999604	p2	1.000000	0.000000	0.000000
169.999604	proteinX	808.000000	30.000000	0.766667
169.999604	proteinY	794.000000	28.000000	0.964286
169.999604	proteinZ	1322.000000	48.000000	0.833333
169.999604	rnapol	0.000000	0.000000	0.000000
179.999203	__proteinX_rbs	25.000000	0.000000	0.000000
179.999203	__proteinY_rbs	27.000000	0.000000	0.000000
179.999203	__proteinZ_rbs	41.000000	0.000000	0.000000
179.999203	__ribosome	4.000000	0.000000	0.000000
179.999203	__rnase_site	0.000000	0.000000	0.000000
179.999203	__rnase_site_ext	41.000000	0.000000	0.000000
179.999203	p1	1.000000	0.000000	0.000000
179.999203	p2	1.000000	0.000000	0.000000
179.999203	proteinX	866.000000	30.000000	0.800000
179.999203	proteinY	858.000000	30.000000	1.033333
179.999203	proteinZ	1407.000000	47.000000	0.872340
179.999203	rnapol	0.000000	0.000000	0.000000
189.999073	__proteinX_rbs	27.000000	0.000000	0.000000
189.999073	__proteinY_rbs	28.000000	0.000000	0.000000
189.999073	__proteinZ_rbs	44.000000	0.000000	0.000000
189.999073	__ribosome	7.000000	0.000000	0.000000
189.999073	__rnase_site	0.000000	0.000000	0.000000
189.999073	__rnase_site_ext	42.000000	0.000000	0.000000
189.999073	p1	1.000000	0.000000	0.000000
189.999073	p2	0.000000	0.000000	0.000000
189.999073	proteinX	918.000000	31.000000	0.838710
189.999073	proteinY	919.000000	31.000000	0.967742
189.999073	proteinZ	1496.000000	45.000000	0.822222
189.999073	rnapol	0.000000	0.000000	0.000000
199.999051	__proteinX_rbs	30.000000	0.000000	0.000000
199.999051	__proteinY_rbs	31.000000	0.000000	0.000000
199.999051	__proteinZ_rbs	43.000000	0.000000	0.000000
199.999051	__ribosome	10.000000	0.000000	0.000000
199.999051	__rnase_site	0.000000	0.000000	0.000000
199.999051	__rnase_site_ext	43.000000	0.000000	0.000000
199.999051	p1	1.000000	0.000000	0.000000
199.999051	p2	1.000000	0.000000	0.000000
199.999051	proteinX	977.000000	34.000000	0.588235
199.999051	proteinY	991.000000	33.000000	0.666667
199.999051	proteinZ	1575.000000	47.000000	1.021277
199.999051	rnapol	0.000000	0.000000	0.000000
209.999041	__proteinX_rbs	25.000000	0.000000	0.000000
209.999041	__proteinY_rbs	35.000000	0.000000	0.000000
209.999041	__proteinZ_rbs	46.000000	0.000000	0.000000
209.999041	__ribosome	10.000000	0.000000	0.000000
209.999041	__rnase_site	0.000000	0.000000	0.000000
209.999041	__rnase_site_ext	40.000000	0.000000	0.000000
209.999041	p1	1.000000	0.000000	0.000000
209.999041	p2	1.000000	0.000000	0.000000
209.999041	proteinX	1037.000000	32.000000	0.843750
209.999041	proteinY	1055.000000	35.000000	0.800000
209.999041	proteinZ	1657.000000	49.000000	0.714286
209.999041	rnapol	0.000000	0.000000	0.000000
219.999046	__proteinX_rbs	24.000000	0.000000	0.000000
219.999046	__proteinY_rbs	30.000000	0.000000	0.000000
219.999046	__proteinZ_rbs	47.000000	0.000000	0.000000
219.999046	__ribosome	10.000000	0.000000	0.000000
219.999046	__rnase_site	0.000000	0.000000	0.000000
219.999046	__rnase_site_ext	40.000000	0.000000	0.000000
219.999046	p1	1.000000	0.000000	0.000000
219.999046	p2	0.000000	0.000000	0.000000
219.999046	proteinX	1095.000000	29.000000	0.724138
219.999046	proteinY	1118.000000	35.000000	0.885714
219.999046	proteinZ	1741.000000	51.000000	0.745098
219.999046	rnapol	0.000000	0.000000	0.000000
229.999093	__proteinX_rbs	22.000000	0.000000	0.000000
229.999093	__proteinY_rbs	25.000000	0.000000	0.000000
229.999093	__proteinZ_rbs	42.000000	0.000000	0.000000
229.999093	__ribosome	12.000000	0.000000	0.000000
229.999093	__rnase_site	0.000000	0.000000	0.000000
229.999093	__rnase_site_ext	38.000000	0.000000	0.000000
229.999093	p1	1.000000	0.000000	0.000000
229.999093	p2	1.000000	0.000000	0.000000
229.999093	proteinX	1145.000000	27.000000	0.740741
229.999093	proteinY	1189.000000	28.000000	0.785714
229.999093	proteinZ	1822.000000	49.000000	0.938776
229.999093	rnapol	0.000000	0.000000	0.000000
239.999108	__proteinX_rbs	24.000000	0.000000	0.000000
239.999108	__proteinY_rbs	25.000000	0.000000	0.000000
239.999108	__proteinZ_rbs	40.000000	0.000000	0.000000
239.999108	__ribosome	17.000000	0.000000	0.000000
239.999108	__rnase_site	0.000000	0.000000	0.000000
239.999108	__rnase_site_ext	39.000000	0.000000	0.000000
239.999108	p1	1.000000	0.000000	0.000000
239.999108	p2	1.000000	0.000000	0.000000
239.999108	proteinX	1200.000000	27.000000	1.037037
239.999108	proteinY	1245.000000	30.000000	0.600000
239.999108	proteinZ	1916.000000	44.000000	0.840909
239.999108	rnapol	0.000000	0.000000	0.000000
249.999180	__proteinX_rbs	20.000000	0.000000	0.000000
249.999180	__proteinY_rbs	26.000000	0.000000	0.000000
249.999180	__proteinZ_rbs	40.000000	0.000000	0.000000
249.999180	__ribosome	9.000000	0.000000	0.000000
249.999180	__rnase_site	0.000000	0.000000	0.000000
249.999180	__rnase_site_ext	35.000000	0.000000	0.000000
249.999180	p1	1.000000	0.000000	0.000000
249.999180	p2	1.000000	0.000000	0.000000
249.999180	proteinX	1262.000000	25.000000	0.760000
249.999180	proteinY	1288.000000	27.000000	0.703704
249.999180	proteinZ	2010.000000	46.000000	1.152174
249.999180	rnapol	0.000000	0.000000	0.000000
259.999285	__proteinX_rbs	20.000000	0.000000	0.000000
259.999285	__proteinY_rbs	21.000000	0.000000	0.000000
259.999285	__proteinZ_rbs	38.000000	0.000000	0.000000
259.999285	__ribosome	12.000000	0.000000	0.000000
259.999285	__rnase_site	0.000000	0.000000	0.000000
259.999285	__rnase_site_ext	34.000000	0.000000	0.000000
259.999285	p1	1.000000	0.000000	0.000000
259.999285	p2	1.000000	0.000000	0.000000
259.999285	proteinX	1309.000000	25.000000	0.960000
259.999285	proteinY	1337.000000	27.000000	1.074074
259.999285	proteinZ	2113.000000	41.000000	0.853659
259.999285	rnapol	0.000000	0.000000	0.000000
269.999001	__proteinX_rbs	19.000000	0.000000	0.000000
269.999001	__proteinY_rbs	21.000000	0.000000	0.000000
269.999001	__proteinZ_rbs	33.000000	0.000000	0.000000
269.999001	__ribosome	6.000000	0.000000	0.000000
269.999001	__rnase_site	0.000000	0.000000	0.000000
269.999001	__rnase_site_ext	38.000000	0.000000	0.000000
269.999001	p1	1.000000	0.000000	0.000000
269.999001	p2	0.000000	0.000000	0.000000
269.999001	proteinX	1362.000000	25.000000	1.000000
269.999001	proteinY	1404.000000	26.000000	0.846154
269.999001	proteinZ	2197.000000	43.000000	1.093023
269.999001	rnapol	0.000000	0.000000	0.000000
279.999036	__proteinX_rbs	21.000000	0.000000	0.000000
279.999036	__proteinY_rbs	22.000000	0.000000	0.000000
279.999036	__proteinZ_rbs	39.000000	0.000000	0.000000
279.999036	__ribosome	13.000000	0.000000	0.000000
279.999036	__rnase_site	0.000000	0.000000	0.000000
279.999036	__rnase_site_ext	36.000000	0.000000	0.000000
279.999036	p1	1.000000	0.000000	0.000000
279.999036	p2	1.000000	0.000000	0.000000
279.999036	proteinX	1430.000000	26.000000	0.769231
279.999036	proteinY	1451.000000	26.000000	0.769231
279.999036	proteinZ	2286.000000	45.000000	1.044444
279.999036	rnapol	0.000000	0.000000	0.000000
289.999172	__proteinX_rbs	25.000000	0.000000	0.000000
289.999172	__proteinY_rbs	25.000000	0.000000	0.000000
289.999172	__proteinZ_rbs	40.000000	0.000000	0.000000
289.999172	__ribosome	13.000000	0.000000	0.000000
289.999172	__rnase_site	0.000000	0.000000	0.000000
289.999172	__rnase_site_ext	42.000000	0.000000	0.000000
289.999172	p1	1.000000	0.000000	0.000000
289.999172	p2	1.000000	0.000000	0.000000
289.999172	proteinX	1485.000000	28.000000	0.928571
289.999172	proteinY	1497.000000	27.000000	0.888889
289.999172	proteinZ	2386.000000	45.000000	0.822222
289.999172	rnapol	0.000000	0.000000	0.000000
299.999150	__proteinX_rbs	25.000000	0.000000	0.000000
299.999150	__proteinY_rbs	27.000000	0.000000	0.000000
299.999150	__proteinZ_rbs	47.000000	0.000000	0.000000
299.999150	__ribosome	6.000000	0.000000	0.000000
299.999150	__rnase_site	0.000000	0.000000	0.000000
299.999150	__rnase_site_ext	43.000000	0.000000	0.000000
299.999150	p1	1.000000	0.000000	0.000000
299.999150	p2	0.000000	0.000000	0.000000
299.999150	proteinX	1547.000000	29.000000	0.758621
299.999150	proteinY	1549.000000	29.000000	1.068966
299.999150	proteinZ	2473.000000	49.000000	0.836735
299.999150	rnapol	0.000000	0.000000	0.000000
309.999101	__proteinX_rbs	26.000000	0.000000	0.000000
309.999101	__proteinY_rbs	27.000000	0.000000	0.000000
309.999101	__proteinZ_rbs	46.000000	0.000000	0.000000
309.999101	__ribosome	9.000000	0.000000	0.000000
309.999101	__rnase_site	0.000000	0.000000	0.000000
309.999101	__rnase_site_ext	46.000000	0.000000	0.000000
309.999101	p1	1.000000	0.000000	0.000000
309.999101	p2	1.000000	0.000000	0.000000
309.999101	proteinX	1604.000000	30.000000	0.866667
309.999101	proteinY	1612.000000	30.000000	0.800000
309.999101	proteinZ	2562.000000	49.000000	0.836735
309.999101	rnapol	0.000000	0.000000	0.000000
319.999624	__proteinX_rbs	25.000000	0.000000	0.000000
319.999624	__proteinY_rbs	30.000000	0.000000	0.000000
319.999624	__proteinZ_rbs	46.000000	0.000000	0.000000
319.999624	__ribosome	8.000000	0.000000	0.000000
319.999624	__rnase_site	0.000000	0.000000	0.000000
319.999624	__rnase_site_ext	40.000000	0.000000	0.000000
319.999624	p1	1.000000	0.000000	0.000000
319.999624	p2	1.000000	0.000000	0.000000
319.999624	proteinX	1667.000000	27.000000	1.000000
319.999624	proteinY	1665.000000	30.000000	0.766667
319.999624	proteinZ	2650.000000	50.000000	0.840000
319.999624	rnapol	0.000000	0.000000	0.000000
329.999059	__proteinX_rbs	23.000000	0.000000	0.000000
329.999059	__proteinY_rbs	27.000000	0.000000	0.000000
329.999059	__proteinZ_rbs	42.000000	0.000000	0.000000
329.999059	__ribosome	17.000000	0.000000	0.000000
329.999059	__rnase_site	0.000000	0.000000	0.000000
329.999059	__rnase_site_ext	39.000000	0.000000	0.000000
329.999059	p1	0.000000	0.000000	0.000000
329.999059	p2	1.000000	0.000000	0.000000
329.999059	proteinX	1728.000000	25.000000	0.920000
329.999059	proteinY	1724.000000	28.000000	0.785714
329.999059	proteinZ	2739.000000	47.000000	0.808511
329.999059	rnapol	0.000000	0.000000	0.000000
339.999121	__proteinX_rbs	22.000000	0.000000	0.000000
339.999121	__proteinY_rbs	18.000000	0.000000	0.000000
339.999121	__proteinZ_rbs	45.000000	0.000000	0.000000
339.999121	__ribosome	7.000000	0.000000	0.000000
339.999121	__rnase_site	0.000000	0.000000	0.000000
339.999121	__rnase_site_ext	44.000000	0.000000	0.000000
339.999121	p1	1.000000	0.000000	0.000000
339.999121	p2	1.000000	0.000000	0.000000
339.999121	proteinX	1784.000000	25.000000	0.840000
339.999121	proteinY	1774.000000	26.000000	1.115385
339.999121	proteinZ	2833.000000	46.000000	0.934783
339.999121	rnapol	0.000000	0.000000	0.000000
349.999056	__proteinX_rbs	27.000000	0.000000	0.000000
349.999056	__proteinY_rbs	25.000000	0.000000	0.000000
349.999056	__proteinZ_rbs	44.000000	0.000000	0.000000
349.999056	__ribosome	9.000000	0.000000	0.000000
349.999056	__rnase_site	0.000000	0.000000	0.000000
349.999056	__rnase_site_ext	46.000000	0.000000	0.000000
349.999056	p1	1.000000	0.000000	0.000000
349.999056	p2	1.000000	0.000000	0.000000
349.999056	proteinX	1836.000000	28.000000	0.785714
349.999056	proteinY	1826.000000	27.000000	0.851852
349.999056	proteinZ	2932.000000	49.000000	0.938776
349.999056	rnapol	0.000000	0.000000	0.000000
359.999024	__proteinX_rbs	24.000000	0.000000	0.000000
359.999024	__proteinY_rbs	24.000000	0.000000	0.000000
359.999024	__proteinZ_rbs	48.000000	0.000000	0.000000
359.999024	__ribosome	9.000000	0.000000	0.000000
359.999024	__rnase_site	0.000000	0.000000	0.000000
359.999024	__rnase_site_ext	45.000000	0.000000	0.000000
359.999024	p1	1.000000	0.000000	0.000000
359.999024	p2	1.000000	0.000000	0.000000
359.999024	proteinX	1887.000000	25.000000	0.840000
359.999024	proteinY	1878.000000	27.000000	0.925926
359.999024	proteinZ	3034.000000	52.000000	0.865385
359.999024	rnapol	0.000000	0.000000	0.000000
369.999202	__proteinX_rbs	25.000000	0.000000	0.000000
369.999202	__proteinY_rbs	24.000000	0.000000	0.000000
369.999202	__proteinZ_rbs	48.000000	0.000000	0.000000
369.999202	__ribosome	11.000000	0.000000	0.000000
369.999202	__rnase_site	0.000000	0.000000	0.000000
369.999202	__rnase_site_ext	49.000000	0.000000	0.000000
369.999202	p1	1.000000	0.000000	0.000000
369.999202	p2	1.000000	0.000000	0.000000
369.999202	proteinX	1930.000000	27.000000	0.888889
369.999202	proteinY	1930.000000	27.000000	0.629630
369.999202	proteinZ	3140.000000	52.000000	0.923077
369.999202	rnapol	0.000000	0.000000	0.000000
379.999214	__proteinX_rbs	26.000000	0.000000	0.000000
379.999214	__proteinY_rbs	25.000000	0.000000	0.000000
379.999214	__proteinZ_rbs	45.000000	0.000000	0.000000
379.999214	__ribosome	15.000000	0.000000	0.000000
379.999214	__rnase_site	0.000000	0.000000	0.000000
379.999214	__rnase_site_ext	50.000000	0.000000	0.000000
379.999214	p1	1.000000	0.000000	0.000000
379.999214	p2	0.000000	0.000000	0.000000
379.999214	proteinX	1977.000000	29.000000	0.724138
379.999214	proteinY	1978.000000	27.000000	0.666667
379.999214	proteinZ	3251.000000	52.000000	0.884615
379.999214	rnapol	0.000000	0.000000	0.000000
389.999354	__proteinX_rbs	26.000000	0.000000	0.000000
389.999354	__proteinY_rbs	23.000000	0.000000	0.000000
389.999354	__proteinZ_rbs	44.000000	0.000000	0.000000
389.999354	__ribosome	7.000000	0.000000	0.000000
389.999354	__rnase_site	0.000000	0.000000	0.000000
389.999354	__rnase_site_ext	46.000000	0.000000	0.000000
389.999354	p1	1.000000	0.000000	0.000000
389.999354	p2	0.000000	0.000000	0.000000
389.999354	proteinX	2030.000000	28.000000	0.642857
389.999354	proteinY	2032.000000	29.000000	0.827586
389.999354	proteinZ	3341.000000	52.000000	0.980769
389.999354	rnapol	0.000000	0.000000	0.000000
399.999524	__proteinX_rbs	28.000000	0.000000	0.000000
399.999524	__proteinY_rbs	26.000000	0.000000	0.000000
399.999524	__proteinZ_rbs	44.000000	0.000000	0.000000
399.999524	__ribosome	12.000000	0.000000	0.000000
399.999524	__rnase_site	0.000000	0.000000	0.000000
399.999524	__rnase_site_ext	50.000000	0.000000	0.000000
399.999524	p1	1.000000	0.000000	0.000000
399.999524	p2	1.000000	0.000000	0.000000
399.999524	proteinX	2083.000000	29.000000	0.793103
399.999524	proteinY	2087.000000	30.000000	0.766667
399.999524	proteinZ	3438.000000	53.000000	0.792453
399.999524	rnapol	0.000000	0.000000	0.000000
409.999073	__proteinX_rbs	26.000000	0.000000	0.000000
409.999073	__proteinY_rbs	25.000000	0.000000	0.000000
409.999073	__proteinZ_rbs	50.000000	0.000000	0.000000
409.999073	__ribosome	9.000000	0.000000	0.000000
409.999073	__rnase_site	0.000000	0.000000	0.000000
409.999073	__rnase_site_ext	49.000000	0.000000	0.000000
409.999073	p1	1.000000	0.000000	0.000000
409.999073	p2	1.000000	0.000000	0.000000
409.999073	proteinX	2132.000000	29.000000	0.758621
409.999073	proteinY	2140.000000	32.000000	0.843750
409.999073	proteinZ	3541.000000	53.000000	0.792453
409.999073	rnapol	0.000000	0.000000	0.000000
419.999166	__proteinX_rbs	27.000000	0.000000	0.000000
419.999166	__proteinY_rbs	28.000000	0.000000	0.000000
419.999166	__proteinZ_rbs	49.000000	0.000000	0.000000
419.999166	__ribosome	12.000000	0.000000	0.000000
419.999166	__rnase_site	0.000000	0.000000	0.000000
419.999166	__rnase_site_ext	47.000000	0.000000	0.000000
419.999166	p1	1.000000	0.000000	0.000000
419.999166	p2	1.000000	0.000000	0.000000
419.999166	proteinX	2183.000000	29.000000	0.793103
419.999166	proteinY	2192.000000	30.000000	0.666667
419.999166	proteinZ	3644.000000	54.000000	0.833333
419.999166	rnapol	0.000000	0.000000	0.000000
429.999178	__proteinX_rbs	25.000000	0.000000	0.000000
429.999178	__proteinY_rbs	27.000000	0.000000	0.000000
429.999178	__proteinZ_rbs	49.000000	0.000000	0.000000
429.999178	__ribosome	9.000000	0.000000	0.000000
429.999178	__rnase_site	0.000000	0.000000	0.000000
