time	species	protein	transcript	ribo_density
13.999122	__rnapol_rbs	19.000000	0.000000	0.000000
13.999122	p1	0.000000	0.000000	0.000000
13.999122	proteinX	19.000000	9.000000	0.777778
13.999122	proteinY	0.000000	8.000000	1.750000
13.999122	rnapol	20.000000	20.000000	2.550000
14.999059	__proteinX_rbs	9.000000	0.000000	0.000000
14.999059	__proteinY_rbs	8.000000	0.000000	0.000000
14.999059	__ribosome	26.000000	0.000000	0.000000
14.999059	__rnapol_rbs	15.000000	0.000000	0.000000
14.999059	p1	0.000000	0.000000	0.000000
14.999059	proteinX	25.000000	10.000000	0.400000
14.999059	proteinY	0.000000	9.000000	1.888889
14.999059	rnapol	26.000000	22.000000	2.409091
15.999067	__proteinX_rbs	9.000000	0.000000	0.000000
15.999067	__proteinY_rbs	9.000000	0.000000	0.000000
15.999067	__ribosome	22.000000	0.000000	0.000000
15.999067	__rnapol_rbs	20.000000	0.000000	0.000000
15.999067	p1	0.000000	0.000000	0.000000
15.999067	proteinX	28.000000	11.000000	0.545455
15.999067	proteinY	0.000000	9.000000	2.111111
15.999067	rnapol	32.000000	25.000000	2.120000
16.999035	__proteinX_rbs	11.000000	0.000000	0.000000
16.999035	__proteinY_rbs	8.000000	0.000000	0.000000
16.999035	__ribosome	17.000000	0.000000	0.000000
16.999035	__rnapol_rbs	25.000000	0.000000	0.000000
16.999035	p1	0.000000	0.000000	0.000000
16.999035	proteinX	32.000000	13.000000	0.384615
16.999035	proteinY	0.000000	10.000000	2.400000
16.999035	rnapol	37.000000	27.000000	2.000000
17.999024	__proteinX_rbs	14.000000	0.000000	0.000000
17.999024	__proteinY_rbs	11.000000	0.000000	0.000000
17.999024	__ribosome	10.000000	0.000000	0.000000
17.999024	__rnapol_rbs	26.000000	0.000000	0.000000
17.999024	p1	1.000000	0.000000	0.000000
17.999024	proteinX	36.000000	16.000000	0.250000
17.999024	proteinY	0.000000	12.000000	2.250000
17.999024	rnapol	41.000000	30.000000	1.966667
18.999918	__proteinX_rbs	16.000000	0.000000	0.000000
18.999918	__proteinY_rbs	13.000000	0.000000	0.000000
18.999918	__ribosome	14.000000	0.000000	0.000000
18.999918	__rnapol_rbs	28.000000	0.000000	0.000000
18.999918	p1	0.000000	0.000000	0.000000
18.999918	proteinX	39.000000	18.000000	0.277778
18.999918	proteinY	1.000000	14.000000	2.142857
18.999918	rnapol	53.000000	32.000000	1.593750
19.999375	__proteinX_rbs	18.000000	0.000000	0.000000
19.999375	__proteinY_rbs	14.000000	0.000000	0.000000
19.999375	__ribosome	10.000000	0.000000	0.000000
19.999375	__rnapol_rbs	28.000000	0.000000	0.000000
19.999375	p1	0.000000	0.000000	0.000000
19.999375	proteinX	43.000000	20.000000	0.150000
19.999375	proteinY	2.000000	17.000000	2.058824
19.999375	rnapol	58.000000	34.000000	1.529412
20.999125	__proteinX_rbs	22.000000	0.000000	0.000000
20.999125	__proteinY_rbs	16.000000	0.000000	0.000000
20.999125	__ribosome	7.000000	0.000000	0.000000
20.999125	__rnapol_rbs	34.000000	0.000000	0.000000
20.999125	p1	1.000000	0.000000	0.000000
20.999125	proteinX	44.000000	23.000000	0.130435
20.999125	proteinY	5.000000	18.000000	2.055556
20.999125	rnapol	64.000000	37.000000	1.432432
21.999120	__proteinX_rbs	22.000000	0.000000	0.000000
21.999120	__proteinY_rbs	18.000000	0.000000	0.000000
21.999120	__ribosome	6.000000	0.000000	0.000000
21.999120	__rnapol_rbs	37.000000	0.000000	0.000000
21.999120	p1	1.000000	0.000000	0.000000
21.999120	proteinX	46.000000	25.000000	0.240000
21.999120	proteinY	7.000000	20.000000	1.850000
21.999120	rnapol	71.000000	39.000000	1.307692
22.999233	__proteinX_rbs	23.000000	0.000000	0.000000
22.999233	__proteinY_rbs	20.000000	0.000000	0.000000
22.999233	__ribosome	9.000000	0.000000	0.000000
22.999233	__rnapol_rbs	38.000000	0.000000	0.000000
22.999233	p1	0.000000	0.000000	0.000000
22.999233	proteinX	49.000000	27.000000	0.259259
22.999233	proteinY	11.000000	23.000000	1.608696
22.999233	rnapol	77.000000	42.000000	1.119048
23.999122	__proteinX_rbs	25.000000	0.000000	0.000000
23.999122	__proteinY_rbs	24.000000	0.000000	0.000000
23.999122	__ribosome	8.000000	0.000000	0.000000
23.999122	__rnapol_rbs	43.000000	0.000000	0.000000
23.999122	p1	1.000000	0.000000	0.000000
23.999122	proteinX	53.000000	29.000000	0.310345
23.999122	proteinY	12.000000	25.000000	1.560000
23.999122	rnapol	81.000000	44.000000	1.000000
24.999274	__proteinX_rbs	25.000000	0.000000	0.000000
24.999274	__proteinY_rbs	26.000000	0.000000	0.000000
24.999274	__ribosome	8.000000	0.000000	0.000000
24.999274	__rnapol_rbs	43.000000	0.000000	0.000000
24.999274	p1	0.000000	0.000000	0.000000
24.999274	proteinX	58.000000	31.000000	0.354839
24.999274	proteinY	14.000000	27.000000	1.481481
24.999274	rnapol	92.000000	46.000000	0.891304
25.999315	__proteinX_rbs	31.000000	0.000000	0.000000
25.999315	__proteinY_rbs	26.000000	0.000000	0.000000
25.999315	__ribosome	6.000000	0.000000	0.000000
25.999315	__rnapol_rbs	44.000000	0.000000	0.000000
25.999315	p1	0.000000	0.000000	0.000000
25.999315	proteinX	65.000000	33.000000	0.272727
25.999315	proteinY	19.000000	30.000000	1.500000
25.999315	rnapol	97.000000	47.000000	0.851064
26.999137	__proteinX_rbs	30.000000	0.000000	0.000000
26.999137	__proteinY_rbs	30.000000	0.000000	0.000000
26.999137	__ribosome	8.000000	0.000000	0.000000
26.999137	__rnapol_rbs	46.000000	0.000000	0.000000
26.999137	p1	0.000000	0.000000	0.000000
26.999137	proteinX	72.000000	36.000000	0.250000
26.999137	proteinY	23.000000	32.000000	1.375000
26.999137	rnapol	106.000000	49.000000	0.795918
27.999163	__proteinX_rbs	36.000000	0.000000	0.000000
27.999163	__proteinY_rbs	30.000000	0.000000	0.000000
27.999163	__ribosome	7.000000	0.000000	0.000000
27.999163	__rnapol_rbs	48.000000	0.000000	0.000000
27.999163	p1	0.000000	0.000000	0.000000
27.999163	proteinX	76.000000	38.000000	0.210526
27.999163	proteinY	27.000000	34.000000	1.352941
27.999163	rnapol	111.000000	51.000000	0.764706
28.999066	__proteinX_rbs	39.000000	0.000000	0.000000
28.999066	__proteinY_rbs	34.000000	0.000000	0.000000
28.999066	__ribosome	4.000000	0.000000	0.000000
28.999066	__rnapol_rbs	50.000000	0.000000	0.000000
28.999066	p1	0.000000	0.000000	0.000000
28.999066	proteinX	83.000000	40.000000	0.075000
28.999066	proteinY	31.000000	37.000000	1.297297
28.999066	rnapol	114.000000	54.000000	0.833333
29.999089	__proteinX_rbs	39.000000	0.000000	0.000000
29.999089	__proteinY_rbs	38.000000	0.000000	0.000000
29.999089	__ribosome	7.000000	0.000000	0.000000
29.999089	__rnapol_rbs	56.000000	0.000000	0.000000
29.999089	p1	1.000000	0.000000	0.000000
29.999089	proteinX	85.000000	42.000000	0.119048
29.999089	proteinY	37.000000	39.000000	1.128205
29.999089	rnapol	118.000000	57.000000	0.771930
30.999323	__proteinX_rbs	43.000000	0.000000	0.000000
30.999323	__proteinY_rbs	40.000000	0.000000	0.000000
30.999323	__ribosome	7.000000	0.000000	0.000000
30.999323	__rnapol_rbs	58.000000	0.000000	0.000000
30.999323	p1	0.000000	0.000000	0.000000
30.999323	proteinX	87.000000	45.000000	0.133333
30.999323	proteinY	42.000000	40.000000	1.075000
30.999323	rnapol	123.000000	59.000000	0.745763
31.999203	__proteinX_rbs	43.000000	0.000000	0.000000
31.999203	__proteinY_rbs	41.000000	0.000000	0.000000
31.999203	__ribosome	5.000000	0.000000	0.000000
31.999203	__rnapol_rbs	57.000000	0.000000	0.000000
31.999203	p1	0.000000	0.000000	0.000000
31.999203	proteinX	93.000000	47.000000	0.127660
31.999203	proteinY	43.000000	42.000000	1.095238
31.999203	rnapol	131.000000	62.000000	0.693548
32.999102	__proteinX_rbs	47.000000	0.000000	0.000000
32.999102	__proteinY_rbs	43.000000	0.000000	0.000000
32.999102	__ribosome	4.000000	0.000000	0.000000
32.999102	__rnapol_rbs	63.000000	0.000000	0.000000
32.999102	p1	0.000000	0.000000	0.000000
32.999102	proteinX	96.000000	49.000000	0.142857
32.999102	proteinY	47.000000	45.000000	1.044444
32.999102	rnapol	133.000000	64.000000	0.656250
33.999010	__proteinX_rbs	46.000000	0.000000	0.000000
33.999010	__proteinY_rbs	44.000000	0.000000	0.000000
33.999010	__ribosome	5.000000	0.000000	0.000000
33.999010	__rnapol_rbs	64.000000	0.000000	0.000000
33.999010	p1	0.000000	0.000000	0.000000
33.999010	proteinX	100.000000	50.000000	0.160000
33.999010	proteinY	51.000000	48.000000	1.020833
33.999010	rnapol	145.000000	67.000000	0.567164
34.999183	__proteinX_rbs	51.000000	0.000000	0.000000
34.999183	__proteinY_rbs	48.000000	0.000000	0.000000
34.999183	__ribosome	10.000000	0.000000	0.000000
34.999183	__rnapol_rbs	63.000000	0.000000	0.000000
34.999183	p1	0.000000	0.000000	0.000000
34.999183	proteinX	106.000000	52.000000	0.057692
34.999183	proteinY	58.000000	50.000000	0.940000
34.999183	rnapol	151.000000	70.000000	0.571429
35.999074	__proteinX_rbs	53.000000	0.000000	0.000000
35.999074	__proteinY_rbs	50.000000	0.000000	0.000000
35.999074	__ribosome	4.000000	0.000000	0.000000
35.999074	__rnapol_rbs	67.000000	0.000000	0.000000
35.999074	p1	0.000000	0.000000	0.000000
35.999074	proteinX	108.000000	54.000000	0.129630
35.999074	proteinY	63.000000	51.000000	0.941176
35.999074	rnapol	156.000000	72.000000	0.569444
36.999087	__proteinX_rbs	53.000000	0.000000	0.000000
36.999087	__proteinY_rbs	52.000000	0.000000	0.000000
36.999087	__ribosome	3.000000	0.000000	0.000000
36.999087	__rnapol_rbs	68.000000	0.000000	0.000000
36.999087	p1	0.000000	0.000000	0.000000
36.999087	proteinX	114.000000	57.000000	0.140351
36.999087	proteinY	67.000000	53.000000	0.905660
36.999087	rnapol	161.000000	74.000000	0.554054
37.999148	__proteinX_rbs	60.000000	0.000000	0.000000
37.999148	__proteinY_rbs	52.000000	0.000000	0.000000
37.999148	__ribosome	5.000000	0.000000	0.000000
37.999148	__rnapol_rbs	70.000000	0.000000	0.000000
37.999148	p1	0.000000	0.000000	0.000000
37.999148	proteinX	119.000000	60.000000	0.066667
37.999148	proteinY	72.000000	56.000000	0.857143
37.999148	rnapol	168.000000	77.000000	0.558442
38.999055	__proteinX_rbs	56.000000	0.000000	0.000000
38.999055	__proteinY_rbs	56.000000	0.000000	0.000000
38.999055	__ribosome	1.000000	0.000000	0.000000
38.999055	__rnapol_rbs	73.000000	0.000000	0.000000
38.999055	p1	0.000000	0.000000	0.000000
38.999055	proteinX	123.000000	62.000000	0.145161
38.999055	proteinY	79.000000	58.000000	0.741379
38.999055	rnapol	170.000000	79.000000	0.594937
39.999118	__proteinX_rbs	63.000000	0.000000	0.000000
39.999118	__proteinY_rbs	59.000000	0.000000	0.000000
39.999118	__ribosome	1.000000	0.000000	0.000000
39.999118	__rnapol_rbs	78.000000	0.000000	0.000000
39.999118	p1	0.000000	0.000000	0.000000
39.999118	proteinX	126.000000	65.000000	0.138462
39.999118	proteinY	82.000000	60.000000	0.716667
39.999118	rnapol	173.000000	81.000000	0.580247
40.999053	__proteinX_rbs	65.000000	0.000000	0.000000
40.999053	__proteinY_rbs	59.000000	0.000000	0.000000
40.999053	__ribosome	4.000000	0.000000	0.000000
40.999053	__rnapol_rbs	78.000000	0.000000	0.000000
40.999053	p1	0.000000	0.000000	0.000000
40.999053	proteinX	135.000000	67.000000	0.044776
40.999053	proteinY	85.000000	63.000000	0.730159
40.999053	rnapol	183.000000	83.000000	0.566265
41.999274	__proteinX_rbs	68.000000	0.000000	0.000000
41.999274	__proteinY_rbs	62.000000	0.000000	0.000000
41.999274	__ribosome	3.000000	0.000000	0.000000
41.999274	__rnapol_rbs	84.000000	0.000000	0.000000
41.999274	p1	0.000000	0.000000	0.000000
41.999274	proteinX	136.000000	69.000000	0.130435
41.999274	proteinY	90.000000	65.000000	0.692308
41.999274	rnapol	191.000000	86.000000	0.500000
42.999006	__proteinX_rbs	68.000000	0.000000	0.000000
42.999006	__proteinY_rbs	66.000000	0.000000	0.000000
42.999006	__ribosome	5.000000	0.000000	0.000000
42.999006	__rnapol_rbs	88.000000	0.000000	0.000000
42.999006	p1	0.000000	0.000000	0.000000
42.999006	proteinX	145.000000	72.000000	0.111111
42.999006	proteinY	92.000000	68.000000	0.705882
42.999006	rnapol	196.000000	89.000000	0.438202
44.000103	__proteinX_rbs	70.000000	0.000000	0.000000
44.000103	__proteinY_rbs	68.000000	0.000000	0.000000
44.000103	__ribosome	4.000000	0.000000	0.000000
44.000103	__rnapol_rbs	88.000000	0.000000	0.000000
44.000103	p1	0.000000	0.000000	0.000000
44.000103	proteinX	150.000000	74.000000	0.121622
44.000103	proteinY	98.000000	70.000000	0.671429
44.000103	rnapol	201.000000	91.000000	0.439560
44.999376	__proteinX_rbs	71.000000	0.000000	0.000000
44.999376	__proteinY_rbs	70.000000	0.000000	0.000000
44.999376	__ribosome	0.000000	0.000000	0.000000
44.999376	__rnapol_rbs	87.000000	0.000000	0.000000
44.999376	p1	0.000000	0.000000	0.000000
44.999376	proteinX	155.000000	76.000000	0.157895
44.999376	proteinY	103.000000	72.000000	0.638889
44.999376	rnapol	209.000000	93.000000	0.451613
45.999094	__proteinX_rbs	73.000000	0.000000	0.000000
45.999094	__proteinY_rbs	71.000000	0.000000	0.000000
45.999094	__ribosome	3.000000	0.000000	0.000000
45.999094	__rnapol_rbs	88.000000	0.000000	0.000000
45.999094	p1	0.000000	0.000000	0.000000
45.999094	proteinX	163.000000	78.000000	0.115385
45.999094	proteinY	110.000000	75.000000	0.586667
45.999094	rnapol	216.000000	95.000000	0.463158
46.999051	__proteinX_rbs	81.000000	0.000000	0.000000
46.999051	__proteinY_rbs	75.000000	0.000000	0.000000
46.999051	__ribosome	5.000000	0.000000	0.000000
46.999051	__rnapol_rbs	95.000000	0.000000	0.000000
46.999051	p1	0.000000	0.000000	0.000000
46.999051	proteinX	170.000000	81.000000	0.037037
46.999051	proteinY	113.000000	77.000000	0.597403
46.999051	rnapol	221.000000	98.000000	0.469388
47.999194	__proteinX_rbs	82.000000	0.000000	0.000000
47.999194	__proteinY_rbs	74.000000	0.000000	0.000000
47.999194	__ribosome	2.000000	0.000000	0.000000
47.999194	__rnapol_rbs	96.000000	0.000000	0.000000
47.999194	p1	0.000000	0.000000	0.000000
47.999194	proteinX	173.000000	83.000000	0.024096
47.999194	proteinY	117.000000	79.000000	0.645570
47.999194	rnapol	230.000000	100.000000	0.450000
48.999077	__proteinX_rbs	81.000000	0.000000	0.000000
48.999077	__proteinY_rbs	80.000000	0.000000	0.000000
48.999077	__ribosome	0.000000	0.000000	0.000000
48.999077	__rnapol_rbs	99.000000	0.000000	0.000000
48.999077	p1	0.000000	0.000000	0.000000
48.999077	proteinX	175.000000	85.000000	0.070588
48.999077	proteinY	122.000000	81.000000	0.592593
48.999077	rnapol	233.000000	102.000000	0.450980
49.999239	__proteinX_rbs	86.000000	0.000000	0.000000
49.999239	__proteinY_rbs	83.000000	0.000000	0.000000
49.999239	__ribosome	3.000000	0.000000	0.000000
49.999239	__rnapol_rbs	101.000000	0.000000	0.000000
49.999239	p1	0.000000	0.000000	0.000000
49.999239	proteinX	177.000000	87.000000	0.068966
49.999239	proteinY	126.000000	84.000000	0.547619
49.999239	rnapol	237.000000	105.000000	0.428571
50.999347	__proteinX_rbs	88.000000	0.000000	0.000000
50.999347	__proteinY_rbs	82.000000	0.000000	0.000000
50.999347	__ribosome	2.000000	0.000000	0.000000
50.999347	__rnapol_rbs	104.000000	0.000000	0.000000
50.999347	p1	0.000000	0.000000	0.000000
50.999347	proteinX	182.000000	89.000000	0.044944
50.999347	proteinY	130.000000	86.000000	0.558140
50.999347	rnapol	243.000000	107.000000	0.429907
51.999170	__proteinX_rbs	89.000000	0.000000	0.000000
51.999170	__proteinY_rbs	84.000000	0.000000	0.000000
51.999170	__ribosome	4.000000	0.000000	0.000000
51.999170	__rnapol_rbs	106.000000	0.000000	0.000000
51.999170	p1	0.000000	0.000000	0.000000
51.999170	proteinX	185.000000	92.000000	0.054348
51.999170	proteinY	136.000000	87.000000	0.551724
51.999170	rnapol	251.000000	109.000000	0.394495
52.999122	__proteinX_rbs	92.000000	0.000000	0.000000
52.999122	__proteinY_rbs	86.000000	0.000000	0.000000
52.999122	__ribosome	2.000000	0.000000	0.000000
52.999122	__rnapol_rbs	108.000000	0.000000	0.000000
52.999122	p1	0.000000	0.000000	0.000000
52.999122	proteinX	188.000000	94.000000	0.063830
52.999122	proteinY	140.000000	90.000000	0.555556
52.999122	rnapol	259.000000	111.000000	0.378378
53.999035	__proteinX_rbs	94.000000	0.000000	0.000000
53.999035	__proteinY_rbs	90.000000	0.000000	0.000000
53.999035	__ribosome	1.000000	0.000000	0.000000
53.999035	__rnapol_rbs	110.000000	0.000000	0.000000
53.999035	p1	0.000000	0.000000	0.000000
53.999035	proteinX	192.000000	97.000000	0.072165
53.999035	proteinY	144.000000	92.000000	0.543478
53.999035	rnapol	265.000000	114.000000	0.368421
54.999005	__proteinX_rbs	96.000000	0.000000	0.000000
54.999005	__proteinY_rbs	91.000000	0.000000	0.000000
54.999005	__ribosome	0.000000	0.000000	0.000000
54.999005	__rnapol_rbs	112.000000	0.000000	0.000000
54.999005	p1	0.000000	0.000000	0.000000
54.999005	proteinX	196.000000	100.000000	0.100000
54.999005	proteinY	148.000000	95.000000	0.536842
54.999005	rnapol	273.000000	117.000000	0.333333
55.999073	__proteinX_rbs	100.000000	0.000000	0.000000
55.999073	__proteinY_rbs	93.000000	0.000000	0.000000
55.999073	__ribosome	1.000000	0.000000	0.000000
55.999073	__rnapol_rbs	114.000000	0.000000	0.000000
55.999073	p1	0.000000	0.000000	0.000000
55.999073	proteinX	203.000000	102.000000	0.049020
55.999073	proteinY	151.000000	97.000000	0.556701
55.999073	rnapol	277.000000	119.000000	0.336134
56.999256	__proteinX_rbs	96.000000	0.000000	0.000000
56.999256	__proteinY_rbs	96.000000	0.000000	0.000000
56.999256	__ribosome	3.000000	0.000000	0.000000
56.999256	__rnapol_rbs	119.000000	0.000000	0.000000
56.999256	p1	0.000000	0.000000	0.000000
56.999256	proteinX	208.000000	104.000000	0.086538
56.999256	proteinY	160.000000	99.000000	0.494949
56.999256	rnapol	286.000000	121.000000	0.322314
57.999160	__proteinX_rbs	104.000000	0.000000	0.000000
57.999160	__proteinY_rbs	101.000000	0.000000	0.000000
57.999160	__ribosome	2.000000	0.000000	0.000000
57.999160	__rnapol_rbs	122.000000	0.000000	0.000000
57.999160	p1	0.000000	0.000000	0.000000
57.999160	proteinX	211.000000	106.000000	0.094340
57.999160	proteinY	167.000000	102.000000	0.460784
57.999160	rnapol	290.000000	124.000000	0.330645
58.999005	__proteinX_rbs	106.000000	0.000000	0.000000
58.999005	__proteinY_rbs	103.000000	0.000000	0.000000
58.999005	__ribosome	3.000000	0.000000	0.000000
58.999005	__rnapol_rbs	122.000000	0.000000	0.000000
58.999005	p1	0.000000	0.000000	0.000000
58.999005	proteinX	220.000000	108.000000	0.046296
58.999005	proteinY	170.000000	104.000000	0.471154
58.999005	rnapol	297.000000	126.000000	0.341270
59.999016	__proteinX_rbs	110.000000	0.000000	0.000000
59.999016	__proteinY_rbs	102.000000	0.000000	0.000000
59.999016	__ribosome	3.000000	0.000000	0.000000
59.999016	__rnapol_rbs	126.000000	0.000000	0.000000
59.999016	p1	0.000000	0.000000	0.000000
59.999016	proteinX	223.000000	111.000000	0.045045
59.999016	proteinY	173.000000	106.000000	0.481132
59.999016	rnapol	304.000000	128.000000	0.320312
